step,layer_name,layer_type,shape,max_rank,threshold_rank_tau_0.01,entropy_rank_tau_0.01,stable_rank_tau_0.01,threshold_rank_tau_0.05,entropy_rank_tau_0.05,stable_rank_tau_0.05,threshold_rank_tau_0.1,entropy_rank_tau_0.1,stable_rank_tau_0.1,threshold_rank_tau_0.2,entropy_rank_tau_0.2,stable_rank_tau_0.2,threshold_rank_tau_0.5,entropy_rank_tau_0.5,stable_rank_tau_0.5
150,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,60,3.59,1.43,16,3.59,1.43,8,3.59,1.43,4,3.59,1.43,1,3.59,1.43
150,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,14,2.57,1.46,6,2.57,1.46,4,2.57,1.46,3,2.57,1.46,2,2.57,1.46
150,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,26,3.36,1.81,7,3.36,1.81,6,3.36,1.81,4,3.36,1.81,3,3.36,1.81
150,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,31,4.14,2.04,12,4.14,2.04,7,4.14,2.04,5,4.14,2.04,2,4.14,2.04
150,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,45,4.81,2.35,11,4.81,2.35,8,4.81,2.35,6,4.81,2.35,3,4.81,2.35
150,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,25,2.75,1.44,10,2.75,1.44,6,2.75,1.44,3,2.75,1.44,2,2.75,1.44
150,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,23,2.50,1.33,7,2.50,1.33,5,2.50,1.33,4,2.50,1.33,1,2.50,1.33
150,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,31,3.59,1.65,11,3.59,1.65,9,3.59,1.65,4,3.59,1.65,2,3.59,1.65
150,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,34,3.43,1.53,11,3.43,1.53,7,3.43,1.53,4,3.43,1.53,1,3.43,1.53
150,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,26,3.28,1.53,10,3.28,1.53,7,3.28,1.53,4,3.28,1.53,2,3.28,1.53
150,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,26,2.91,1.51,9,2.91,1.51,6,2.91,1.51,4,2.91,1.51,2,2.91,1.51
150,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,37,4.33,1.96,13,4.33,1.96,9,4.33,1.96,5,4.33,1.96,2,4.33,1.96
150,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,49,5.79,2.54,15,5.79,2.54,10,5.79,2.54,7,5.79,2.54,3,5.79,2.54
150,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,28,3.25,1.56,11,3.25,1.56,7,3.25,1.56,3,3.25,1.56,2,3.25,1.56
150,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,30,3.26,2.02,10,3.26,2.02,6,3.26,2.02,4,3.26,2.02,2,3.26,2.02
150,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,44,4.77,2.12,14,4.77,2.12,10,4.77,2.12,6,4.77,2.12,2,4.77,2.12
150,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,41,5.22,2.21,14,5.22,2.21,9,5.22,2.21,6,5.22,2.21,3,5.22,2.21
150,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,42,4.50,1.90,16,4.50,1.90,10,4.50,1.90,5,4.50,1.90,2,4.50,1.90
150,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,24,2.99,1.84,9,2.99,1.84,6,2.99,1.84,3,2.99,1.84,2,2.99,1.84
150,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,38,4.14,1.78,14,4.14,1.78,9,4.14,1.78,5,4.14,1.78,2,4.14,1.78
150,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,37,4.97,3.04,12,4.97,3.04,9,4.97,3.04,5,4.97,3.04,4,4.97,3.04
150,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,49,4.01,1.88,14,4.01,1.88,8,4.01,1.88,4,4.01,1.88,2,4.01,1.88
150,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,20,2.71,1.64,9,2.71,1.64,5,2.71,1.64,3,2.71,1.64,2,2.71,1.64
150,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,32,3.16,1.46,12,3.16,1.46,7,3.16,1.46,4,3.16,1.46,1,3.16,1.46
175,transformer.wte.weight,unknown,(50304x384),384,100,8.50,2.63,23,8.50,2.63,15,8.50,2.63,10,8.50,2.63,2,8.50,2.63
175,transformer.wpe.weight,unknown,(256x384),256,100,8.37,2.99,43,8.37,2.99,12,8.37,2.99,5,8.37,2.99,4,8.37,2.99
175,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,73,4.09,1.44,18,4.09,1.44,8,4.09,1.44,5,4.09,1.44,1,4.09,1.44
175,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,14,2.18,1.29,6,2.18,1.29,4,2.18,1.29,3,2.18,1.29,1,2.18,1.29
175,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,23,3.06,1.53,7,3.06,1.53,6,3.06,1.53,4,3.06,1.53,2,3.06,1.53
175,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,31,4.71,2.03,13,4.71,2.03,8,4.71,2.03,6,4.71,2.03,3,4.71,2.03
175,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,44,4.68,2.07,13,4.68,2.07,7,4.68,2.07,5,4.68,2.07,3,4.68,2.07
175,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,33,4.28,1.67,14,4.28,1.67,9,4.28,1.67,5,4.28,1.67,2,4.28,1.67
175,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,42,4.38,2.32,11,4.38,2.32,7,4.38,2.32,5,4.38,2.32,3,4.38,2.32
175,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,39,5.12,1.92,15,5.12,1.92,10,5.12,1.92,6,5.12,1.92,2,5.12,1.92
175,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,37,4.27,2.08,11,4.27,2.08,8,4.27,2.08,5,4.27,2.08,2,4.27,2.08
175,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,31,3.97,1.85,13,3.97,1.85,7,3.97,1.85,5,3.97,1.85,2,3.97,1.85
175,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,50,5.17,2.23,13,5.17,2.23,9,5.17,2.23,5,5.17,2.23,3,5.17,2.23
175,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,44,6.06,2.26,17,6.06,2.26,11,6.06,2.26,7,6.06,2.26,4,6.06,2.26
175,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,34,4.48,1.83,11,4.48,1.83,8,4.48,1.83,6,4.48,1.83,2,4.48,1.83
175,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,28,3.63,1.75,13,3.63,1.75,8,3.63,1.75,3,3.63,1.75,2,3.63,1.75
175,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,43,4.82,1.82,13,4.82,1.82,9,4.82,1.82,7,4.82,1.82,2,4.82,1.82
175,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,57,7.27,2.67,19,7.27,2.67,14,7.27,2.67,8,7.27,2.67,4,7.27,2.67
175,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,37,5.39,2.28,13,5.39,2.28,10,5.39,2.28,7,5.39,2.28,3,5.39,2.28
175,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,47,5.95,2.61,20,5.95,2.61,12,5.95,2.61,7,5.95,2.61,3,5.95,2.61
175,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,30,3.48,1.46,11,3.48,1.46,8,3.48,1.46,4,3.48,1.46,1,3.48,1.46
175,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,54,7.06,2.36,20,7.06,2.36,13,7.06,2.36,8,7.06,2.36,3,7.06,2.36
175,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,35,4.13,1.63,11,4.13,1.63,9,4.13,1.63,5,4.13,1.63,1,4.13,1.63
175,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,49,4.69,1.83,15,4.69,1.83,9,4.69,1.83,5,4.69,1.83,2,4.69,1.83
175,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,23,2.77,1.33,10,2.77,1.33,7,2.77,1.33,4,2.77,1.33,1,2.77,1.33
175,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,50,6.48,2.15,17,6.48,2.15,13,6.48,2.15,8,6.48,2.15,2,6.48,2.15
200,transformer.wte.weight,unknown,(50304x384),384,100,9.95,2.71,29,9.95,2.71,17,9.95,2.71,10,9.95,2.71,3,9.95,2.71
200,transformer.wpe.weight,unknown,(256x384),256,100,9.06,3.66,52,9.06,3.66,15,9.06,3.66,8,9.06,3.66,4,9.06,3.66
200,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,77,4.63,1.52,19,4.63,1.52,10,4.63,1.52,5,4.63,1.52,1,4.63,1.52
200,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,16,2.64,1.43,7,2.64,1.43,6,2.64,1.43,3,2.64,1.43,2,2.64,1.43
200,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,35,3.95,1.99,9,3.95,1.99,6,3.95,1.99,5,3.95,1.99,2,3.95,1.99
200,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,33,4.55,1.89,14,4.55,1.89,8,4.55,1.89,5,4.55,1.89,3,4.55,1.89
200,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,66,6.22,2.42,22,6.22,2.42,10,6.22,2.42,7,6.22,2.42,3,6.22,2.42
200,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,47,5.33,2.07,20,5.33,2.07,12,5.33,2.07,6,5.33,2.07,2,5.33,2.07
200,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,50,4.50,2.17,13,4.50,2.17,8,4.50,2.17,6,4.50,2.17,3,4.50,2.17
200,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,59,6.61,2.39,18,6.61,2.39,14,6.61,2.39,8,6.61,2.39,3,6.61,2.39
200,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,57,5.52,2.56,16,5.52,2.56,10,5.52,2.56,6,5.52,2.56,3,5.52,2.56
200,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,40,4.15,1.86,15,4.15,1.86,9,4.15,1.86,4,4.15,1.86,2,4.15,1.86
200,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,54,4.85,2.15,14,4.85,2.15,9,4.85,2.15,6,4.85,2.15,3,4.85,2.15
200,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,64,7.07,2.96,19,7.07,2.96,13,7.07,2.96,9,7.07,2.96,4,7.07,2.96
200,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,46,5.18,2.59,14,5.18,2.59,10,5.18,2.59,7,5.18,2.59,3,5.18,2.59
200,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,38,5.25,2.35,18,5.25,2.35,11,5.25,2.35,5,5.25,2.35,3,5.25,2.35
200,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,52,4.84,1.92,14,4.84,1.92,9,4.84,1.92,5,4.84,1.92,2,4.84,1.92
200,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,75,7.86,3.15,21,7.86,3.15,15,7.86,3.15,9,7.86,3.15,4,7.86,3.15
200,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,25,2.55,1.39,9,2.55,1.39,5,2.55,1.39,3,2.55,1.39,2,2.55,1.39
200,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,53,6.86,2.65,22,6.86,2.65,13,6.86,2.65,8,6.86,2.65,3,6.86,2.65
200,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,39,3.61,1.49,13,3.61,1.49,8,3.61,1.49,5,3.61,1.49,1,3.61,1.49
200,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,79,7.92,3.22,23,7.92,3.22,15,7.92,3.22,9,7.92,3.22,4,7.92,3.22
200,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,51,5.87,2.48,15,5.87,2.48,10,5.87,2.48,7,5.87,2.48,4,5.87,2.48
200,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,57,4.67,1.93,17,4.67,1.93,9,4.67,1.93,5,4.67,1.93,2,4.67,1.93
200,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,28,2.45,1.25,10,2.45,1.25,6,2.45,1.25,3,2.45,1.25,1,2.45,1.25
200,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,65,6.79,2.57,20,6.79,2.57,14,6.79,2.57,8,6.79,2.57,3,6.79,2.57
225,transformer.wte.weight,unknown,(50304x384),384,100,9.69,2.66,26,9.69,2.66,17,9.69,2.66,12,9.69,2.66,3,9.69,2.66
225,transformer.wpe.weight,unknown,(256x384),256,100,9.32,3.45,63,9.32,3.45,14,9.32,3.45,6,9.32,3.45,4,9.32,3.45
225,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,6.06,1.75,25,6.06,1.75,11,6.06,1.75,5,6.06,1.75,1,6.06,1.75
225,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,21,3.03,1.51,8,3.03,1.51,5,3.03,1.51,4,3.03,1.51,2,3.03,1.51
225,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,45,4.30,1.94,11,4.30,1.94,6,4.30,1.94,5,4.30,1.94,2,4.30,1.94
225,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,41,5.72,2.17,16,5.72,2.17,11,5.72,2.17,6,5.72,2.17,3,5.72,2.17
225,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,71,6.44,2.55,22,6.44,2.55,11,6.44,2.55,7,6.44,2.55,3,6.44,2.55
225,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,59,7.59,2.50,23,7.59,2.50,15,7.59,2.50,8,7.59,2.50,2,7.59,2.50
225,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,69,5.92,2.42,16,5.92,2.42,10,5.92,2.42,6,5.92,2.42,4,5.92,2.42
225,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,57,6.57,2.02,18,6.57,2.02,13,6.57,2.02,8,6.57,2.02,1,6.57,2.02
225,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,57,5.59,2.54,16,5.59,2.54,9,5.59,2.54,7,5.59,2.54,2,5.59,2.54
225,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,53,6.88,2.46,20,6.88,2.46,13,6.88,2.46,8,6.88,2.46,2,6.88,2.46
225,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,69,6.26,2.35,16,6.26,2.35,11,6.26,2.35,7,6.26,2.35,4,6.26,2.35
225,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,64,7.50,2.52,21,7.50,2.52,15,7.50,2.52,9,7.50,2.52,2,7.50,2.52
225,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,48,6.10,2.55,14,6.10,2.55,11,6.10,2.55,7,6.10,2.55,4,6.10,2.55
225,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,36,4.95,1.76,17,4.95,1.76,11,4.95,1.76,6,4.95,1.76,2,4.95,1.76
225,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,74,7.29,2.83,18,7.29,2.83,12,7.29,2.83,8,7.29,2.83,4,7.29,2.83
225,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,84,9.33,3.33,26,9.33,3.33,17,9.33,3.33,11,9.33,3.33,4,9.33,3.33
225,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,54,6.92,2.34,17,6.92,2.34,13,6.92,2.34,8,6.92,2.34,2,6.92,2.34
225,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,49,6.68,2.16,20,6.68,2.16,13,6.68,2.16,8,6.68,2.16,2,6.68,2.16
225,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,73,7.06,3.05,19,7.06,3.05,12,7.06,3.05,8,7.06,3.05,4,7.06,3.05
225,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,92,10.35,3.50,28,10.35,3.50,19,10.35,3.50,12,10.35,3.50,4,10.35,3.50
225,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,62,6.43,2.55,18,6.43,2.55,12,6.43,2.55,7,6.43,2.55,3,6.43,2.55
225,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,67,6.63,2.36,24,6.63,2.36,15,6.63,2.36,7,6.63,2.36,2,6.63,2.36
225,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,52,5.71,2.38,16,5.71,2.38,11,5.71,2.38,7,5.71,2.38,3,5.71,2.38
225,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,80,9.28,2.81,25,9.28,2.81,17,9.28,2.81,10,9.28,2.81,3,9.28,2.81
250,transformer.wte.weight,unknown,(50304x384),384,100,10.55,2.68,29,10.55,2.68,18,10.55,2.68,11,10.55,2.68,3,10.55,2.68
250,transformer.wpe.weight,unknown,(256x384),256,100,9.84,3.38,59,9.84,3.38,15,9.84,3.38,8,9.84,3.38,4,9.84,3.38
250,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,96,5.72,1.66,22,5.72,1.66,12,5.72,1.66,6,5.72,1.66,1,5.72,1.66
250,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,20,3.13,1.98,7,3.13,1.98,5,3.13,1.98,4,3.13,1.98,2,3.13,1.98
250,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,40,4.16,1.87,9,4.16,1.87,6,4.16,1.87,5,4.16,1.87,2,4.16,1.87
250,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,43,6.21,2.54,17,6.21,2.54,12,6.21,2.54,7,6.21,2.54,4,6.21,2.54
250,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,72,6.62,2.29,20,6.62,2.29,10,6.62,2.29,7,6.62,2.29,2,6.62,2.29
250,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,46,4.77,1.72,20,4.77,1.72,11,4.77,1.72,5,4.77,1.72,2,4.77,1.72
250,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,58,5.62,2.44,14,5.62,2.44,10,5.62,2.44,6,5.62,2.44,4,5.62,2.44
250,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,74,8.44,3.47,24,8.44,3.47,16,8.44,3.47,10,8.44,3.47,3,8.44,3.47
250,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,56,5.66,2.09,17,5.66,2.09,10,5.66,2.09,6,5.66,2.09,3,5.66,2.09
250,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,51,6.00,2.51,18,6.00,2.51,12,6.00,2.51,8,6.00,2.51,3,6.00,2.51
250,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,68,6.45,2.39,16,6.45,2.39,11,6.45,2.39,8,6.45,2.39,3,6.45,2.39
250,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,81,9.74,3.46,26,9.74,3.46,18,9.74,3.46,12,9.74,3.46,4,9.74,3.46
250,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,40,4.64,1.83,13,4.64,1.83,9,4.64,1.83,6,4.64,1.83,2,4.64,1.83
250,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,39,5.57,1.90,17,5.57,1.90,11,5.57,1.90,7,5.57,1.90,2,5.57,1.90
250,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,65,6.25,2.19,17,6.25,2.19,13,6.25,2.19,8,6.25,2.19,3,6.25,2.19
250,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,100,10.96,3.81,29,10.96,3.81,19,10.96,3.81,12,10.96,3.81,4,10.96,3.81
250,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,41,4.02,1.62,13,4.02,1.62,9,4.02,1.62,5,4.02,1.62,2,4.02,1.62
250,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,55,8.55,2.63,23,8.55,2.63,16,8.55,2.63,11,8.55,2.63,3,8.55,2.63
250,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,47,4.43,1.60,16,4.43,1.60,11,4.43,1.60,5,4.43,1.60,1,4.43,1.60
250,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,90,10.31,2.83,26,10.31,2.83,18,10.31,2.83,11,10.31,2.83,4,10.31,2.83
250,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,56,6.56,2.28,18,6.56,2.28,12,6.56,2.28,7,6.56,2.28,3,6.56,2.28
250,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,55,4.16,1.49,18,4.16,1.49,10,4.16,1.49,4,4.16,1.49,1,4.16,1.49
250,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,28,2.44,1.23,12,2.44,1.23,8,2.44,1.23,2,2.44,1.23,1,2.44,1.23
250,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,66,6.62,1.86,22,6.62,1.86,14,6.62,1.86,9,6.62,1.86,1,6.62,1.86
275,transformer.wte.weight,unknown,(50304x384),384,100,10.91,3.13,31,10.91,3.13,20,10.91,3.13,12,10.91,3.13,3,10.91,3.13
275,transformer.wpe.weight,unknown,(256x384),256,100,10.72,3.67,59,10.72,3.67,18,10.72,3.67,8,10.72,3.67,4,10.72,3.67
275,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,84,4.54,1.46,20,4.54,1.46,11,4.54,1.46,5,4.54,1.46,1,4.54,1.46
275,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,19,2.33,1.28,7,2.33,1.28,5,2.33,1.28,3,2.33,1.28,1,2.33,1.28
275,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,37,3.60,1.57,9,3.60,1.57,6,3.60,1.57,5,3.60,1.57,1,3.60,1.57
275,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,34,4.58,1.83,15,4.58,1.83,9,4.58,1.83,6,4.58,1.83,2,4.58,1.83
275,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,56,5.09,1.90,13,5.09,1.90,9,5.09,1.90,6,5.09,1.90,2,5.09,1.90
275,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,45,4.88,1.79,19,4.88,1.79,10,4.88,1.79,6,4.88,1.79,2,4.88,1.79
275,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,39,3.14,1.41,10,3.14,1.41,7,3.14,1.41,4,3.14,1.41,1,3.14,1.41
275,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,50,5.67,1.79,18,5.67,1.79,12,5.67,1.79,7,5.67,1.79,1,5.67,1.79
275,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,38,4.27,1.72,11,4.27,1.72,8,4.27,1.72,6,4.27,1.72,2,4.27,1.72
275,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,44,5.38,2.06,16,5.38,2.06,12,5.38,2.06,6,5.38,2.06,2,5.38,2.06
275,transformer.h.2.mlp.c_fc.weight,mlp,(1536x384),384,54,4.66,1.73,15,4.66,1.73,11,4.66,1.73,6,4.66,1.73,2,4.66,1.73
275,transformer.h.2.mlp.c_proj.weight,mlp,(384x1536),384,67,8.01,2.32,23,8.01,2.32,15,8.01,2.32,9,8.01,2.32,3,8.01,2.32
275,transformer.h.3.attn.c_attn.weight,attention,(1152x384),384,36,4.58,1.86,13,4.58,1.86,9,4.58,1.86,6,4.58,1.86,2,4.58,1.86
275,transformer.h.3.attn.c_proj.weight,attention_proj,(384x384),384,37,5.30,1.89,16,5.30,1.89,9,5.30,1.89,6,5.30,1.89,2,5.30,1.89
275,transformer.h.3.mlp.c_fc.weight,mlp,(1536x384),384,56,5.45,1.91,16,5.45,1.91,11,5.45,1.91,7,5.45,1.91,2,5.45,1.91
275,transformer.h.3.mlp.c_proj.weight,mlp,(384x1536),384,68,7.34,2.02,23,7.34,2.02,14,7.34,2.02,9,7.34,2.02,1,7.34,2.02
275,transformer.h.4.attn.c_attn.weight,attention,(1152x384),384,40,4.22,1.66,14,4.22,1.66,9,4.22,1.66,5,4.22,1.66,2,4.22,1.66
275,transformer.h.4.attn.c_proj.weight,attention_proj,(384x384),384,49,6.26,2.51,19,6.26,2.51,13,6.26,2.51,8,6.26,2.51,3,6.26,2.51
275,transformer.h.4.mlp.c_fc.weight,mlp,(1536x384),384,37,3.21,1.38,13,3.21,1.38,8,3.21,1.38,4,3.21,1.38,1,3.21,1.38
275,transformer.h.4.mlp.c_proj.weight,mlp,(384x1536),384,69,7.03,1.99,23,7.03,1.99,14,7.03,1.99,8,7.03,1.99,2,7.03,1.99
275,transformer.h.5.attn.c_attn.weight,attention,(1152x384),384,59,7.82,2.87,19,7.82,2.87,13,7.82,2.87,9,7.82,2.87,4,7.82,2.87
275,transformer.h.5.attn.c_proj.weight,attention_proj,(384x384),384,67,6.83,2.43,21,6.83,2.43,13,6.83,2.43,7,6.83,2.43,3,6.83,2.43
275,transformer.h.5.mlp.c_fc.weight,mlp,(1536x384),384,24,2.03,1.18,9,2.03,1.18,5,2.03,1.18,2,2.03,1.18,1,2.03,1.18
275,transformer.h.5.mlp.c_proj.weight,mlp,(384x1536),384,54,4.45,1.53,19,4.45,1.53,11,4.45,1.53,5,4.45,1.53,1,4.45,1.53
300,transformer.wte.weight,unknown,(50304x384),384,100,9.77,2.71,29,9.77,2.71,19,9.77,2.71,12,9.77,2.71,2,9.77,2.71
300,transformer.wpe.weight,unknown,(256x384),256,100,10.50,3.19,59,10.50,3.19,15,10.50,3.19,7,10.50,3.19,4,10.50,3.19
300,transformer.h.0.attn.c_attn.weight,attention,(1152x384),384,100,5.91,1.73,25,5.91,1.73,12,5.91,1.73,5,5.91,1.73,1,5.91,1.73
300,transformer.h.0.attn.c_proj.weight,attention_proj,(384x384),384,23,3.66,2.06,10,3.66,2.06,7,3.66,2.06,4,3.66,2.06,3,3.66,2.06
300,transformer.h.0.mlp.c_fc.weight,mlp,(1536x384),384,48,4.71,2.28,11,4.71,2.28,7,4.71,2.28,5,4.71,2.28,3,4.71,2.28
300,transformer.h.0.mlp.c_proj.weight,mlp,(384x1536),384,42,5.37,2.32,17,5.37,2.32,11,5.37,2.32,7,5.37,2.32,3,5.37,2.32
300,transformer.h.1.attn.c_attn.weight,attention,(1152x384),384,73,6.37,2.25,19,6.37,2.25,10,6.37,2.25,7,6.37,2.25,4,6.37,2.25
300,transformer.h.1.attn.c_proj.weight,attention_proj,(384x384),384,46,5.29,1.76,19,5.29,1.76,11,5.29,1.76,6,5.29,1.76,1,5.29,1.76
300,transformer.h.1.mlp.c_fc.weight,mlp,(1536x384),384,55,5.05,2.15,14,5.05,2.15,9,5.05,2.15,6,5.05,2.15,3,5.05,2.15
300,transformer.h.1.mlp.c_proj.weight,mlp,(384x1536),384,79,8.68,3.30,27,8.68,3.30,18,8.68,3.30,9,8.68,3.30,4,8.68,3.30
300,transformer.h.2.attn.c_attn.weight,attention,(1152x384),384,73,7.83,2.82,22,7.83,2.82,14,7.83,2.82,9,7.83,2.82,4,7.83,2.82
300,transformer.h.2.attn.c_proj.weight,attention_proj,(384x384),384,41,5.01,1.83,18,5.01,1.83,10,5.01,1.83,6,5.01,1.83,2,5.01,1.83
